,annotator,label,stars,sentence1
2142,l-93,1,,Martha carved a toy out of wood for the baby.
2143,l-93,1,,Martha carved some wood into a toy for the baby.
2144,l-93,0,*,Martha carved the baby some wood into a toy.
2145,l-93,1,,Margaret cut the bread.
2146,l-93,1,,Janet broke the vase.
2147,l-93,1,,Terry touched the cat.
2148,l-93,1,,Carla hit the door.
2149,l-93,1,,Crystal vases break easily.
2150,l-93,0,*,Cats touch easily.
2151,l-93,0,*,Door frames hit easily.
2152,l-93,1,,Margaret cut at the bread.
2153,l-93,0,*,Janet broke at the vase.
2154,l-93,0,*,Terry touched at the cat.
2155,l-93,1,,Carla hit at the door.
2156,l-93,1,,Margaret cut Bill's arm.
2157,l-93,1,,Margaret cut Bill on the arm.
2158,l-93,1,,Janet broke Bill's finger.
2159,l-93,1,,Terry touched Bill's shoulder.
2160,l-93,1,,Terry touched Bill on the shoulder.
2161,l-93,1,,Carla hit Bill's back.
2162,l-93,1,,Carla hit Bill on the back.
2163,l-93,1,,Jean moved the table.
2164,l-93,0,*,Jean moved at the table.
2165,l-93,1,,Margaret cut the string.
2166,l-93,0,*,The string cut.
2167,l-93,0,*,The cat touched.
2168,l-93,0,*,The door hit.
2169,l-93,1,,a The butcher cuts the meat.
2170,l-93,1,,The meat cuts easily.
2171,l-93,1,,Janet broke the crystal.
2172,l-93,1,,Crystal breaks at the slightest touch.
2173,l-93,1,,Kelly adores French fabrics.
2174,l-93,0,*,French fabrics adore easily.
2175,l-93,1,,Joan knew the answer.
2176,l-93,0,*,The answer knows easily.
2177,l-93,1,,Bill pounded the metal.
2178,l-93,1,,Bill pounded the metal fiat.
2179,l-93,1,,This metal won't pound flat.
2180,l-93,1,,The cup broke.
2181,l-93,1,,They gave the bicycle to me.
2182,l-93,0,*,The bicycle gave to me.
2183,l-93,0,*,The bread cut.
2184,l-93,0,*,The magician appeared a dove from his sleeve.
2185,l-93,1,,Sylvia jumped the horse over the fence.
2186,l-93,1,,The horse jumped over the fence.
2187,l-93,1,,The scientist ran the rats through the maze.
2188,l-93,1,,The rats ran through the maze.
2189,l-93,1,,The bell rang.
2190,l-93,1,,They stood the statue on the pedestal.
2191,l-93,1,,The statue stood on the pedestal.
2192,l-93,1,,The army lodged the soldiers in the schoolhouse.
2193,l-93,1,,Heat radiates from the sun.
2194,l-93,1,,The sun radiates heat.
2195,l-93,1,,The departing passenger waved at the crowd.
2196,l-93,0,*,Jennifer craned.
2197,l-93,1,,I shaved my face.
2198,l-93,1,,I shaved.
2199,l-93,1,,Celia braided her hair.
2200,l-93,0,*,Celia braided.
2201,l-93,0,*,Tessa sprained.
2202,l-93,1,,Jill dressed hurriedly.
2203,l-93,0,*,I shaved myself.
2204,l-93,0,*,Celia brushed.
2205,l-93,1,,Tessa cut herself.
2206,l-93,0,*,Tessa cut.
2207,l-93,1,,We loaded ourselves onto the bus.
2208,l-93,1,,We loaded onto the bus.
2209,l-93,1,,We pulled ourselves free.
2210,l-93,1,,Anne met Cathy.
2211,l-93,1,,Anne and Cathy met.
2212,l-93,0,*,Brenda chatted Molly.
2213,l-93,1,,Brenda and Molly chatted.
2214,l-93,1,,The drunk hugged the lamppost.
2215,l-93,0,*,The drunk and the lamppost hugged.
2216,l-93,1,,Italy touches France.
2217,l-93,1,,Italy and France touch.
2218,l-93,0,*,Ellen argued Helen.
2219,l-93,1,,Ellen and Helen argued.
2220,l-93,1,,The sign warned us against skating on the pond.
2221,l-93,1,,The sign warned against skating on the pond.
2222,l-93,1,,for discussion of the same phenomenon in Russian.
2223,l-93,1,,That dog bites people.
2224,l-93,1,,That dog bites.
2225,l-93,1,,I cut the bread with this knife.
2226,l-93,1,,This knife cut the bread.
2227,l-93,1,,This knife doesn't cut.
2228,l-93,1,,These shears clip well.
2229,l-93,1,,This machine records well.
2230,l-93,1,,This oven cooks well.
2231,l-93,1,,"This lotion softens, soothes, and protects."
2232,l-93,1,,"This polish cleans, protects, and shines."
2233,l-93,0,*,This key won't open.
2234,l-93,1,,This key won't open the Jock.
2235,l-93,0,*,This hammer won't break.
2236,l-93,1,,This hammer won't break the window.
2237,l-93,1,,They pushed their way through the crowd.
2238,l-93,1,,They pushed through the crowd.
2239,l-93,1,,Bake for 30 minutes.
2240,l-93,0,*,Like the ice cream.
2241,l-93,0,*,Like after tasting.
2242,l-93,1,,Paula hit the fence.
2243,l-93,1,,Paula hit at the fence.
2244,l-93,1,,Faustina sprayed the lilies.
2245,l-93,0,*,Janet broke at the bread.
2246,l-93,1,,I pushed the table.
2247,l-93,1,,I pushed at the table.
2248,l-93,1,,I pushed on the table.
2249,l-93,1,,I pushed against the table.
2250,l-93,1,,The mouse nibbled the cheese.
2251,l-93,1,,The mouse nibbled at the cheese.
2252,l-93,1,,The mouse nibbled on the cheese.
2253,l-93,0,*,Monica moved at the cat.
2254,l-93,1,,Martha climbed up the mountain.
2255,l-93,1,,Martha climbed the mountain.
2256,l-93,1,,They skated along the canals.
2257,l-93,1,,They skated the canals.
2258,l-93,1,,The spaceship revolves around the earth.
2259,l-93,0,*,The spaceship revolves the earth.
2260,l-93,1,,Martha slowly descended the stairs.
2261,l-93,1,,Jill met Sarah.
2262,l-93,1,,Jill embraced Sarah.
2263,l-93,1,,Bill sold Tom a car.
2264,l-93,1,,Bill sent a package London.
2265,l-93,1,,Bill sent Tom a package.
2266,l-93,0,*,Bill sent London a package.
2267,l-93,1,,Martha carved a toy for the baby.
2268,l-93,1,,Martha carved the baby a toy.
2269,l-93,1,,The architect selected a house for the couple.
2270,l-93,1,,Jack sprayed paint on the wall.
2271,l-93,1,,Jack sprayed the wall with paint.
2272,l-93,0,*,June covered the blanket over the baby.
2273,l-93,1,,June covered the baby with a blanket.
2274,l-93,0,*,Tamara poured the bowl with water.
2275,l-93,1,,Henry cleared dishes from the table.
2276,l-93,1,,Henry cleared the table of dishes.
2277,l-93,1,,The thief stole the painting from the museum.
2278,l-93,0,*,The thief stole the museum of the painting.
2279,l-93,1,,The doctor cured Pat of pneumonia.
2280,l-93,1,,Helen wiped the wall.
2281,l-93,0,*,Helen wiped the wall of fingerprints.
2282,l-93,1,,Bees are swarming in the garden.
2283,l-93,1,,The garden is swarming with bees.
2284,l-93,0,*,People are seething in the square.
2285,l-93,0,*,The pasture is herding with cattle.
2286,l-93,1,,Clouds cleared from the sky.
2287,l-93,1,,The sky cleared.
2288,l-93,1,,Martha carved the piece of wood into a toy.
2289,l-93,1,,David constructed a house out of.
2290,l-93,1,,David constructed a house from bricks.
2291,l-93,0,*,David constructed the bricks into a house.
2292,l-93,1,,I whipped the eggs into a froth.
2293,l-93,1,,The witch turned him into a frog.
2294,l-93,0,*,The witch turned him from a prince.
2295,l-93,1,,An oak tree will grow from that acorn.
2296,l-93,1,,The witch turned him from a prince into a frog.
2297,l-93,0,*,Martha carved the piece of wood from a branch into a toy.
2298,l-93,0,*,I whipped the eggs from a puddle into a froth.
2299,l-93,1,,He turned from a prince into a frog.
2300,l-93,0,*,That acorn will grow from a seed into an oak tree.
2301,l-93,1,,The car collided with the fence.
2302,l-93,1,,I separated the yolk from the white.
2303,l-93,1,,I separated the yolk and the white.
2304,l-93,1,,I mixed the sugar and the butter.
2305,l-93,1,,I confused Maria with Anna.
2306,l-93,1,,I confused Maria and Anna.
2307,l-93,1,,Linda taped the label to the cover.
2308,l-93,0,*,Linda taped the label and the cover.
2309,l-93,1,,Harriet alternated folk songs with pop songs.
2310,l-93,0,*,Harriet alternated folk songs and pop songs together.
2311,l-93,1,,I broke the twig and the branch apart.
2312,l-93,0,*,I detached the handle and the box apart.
2313,l-93,1,,Brenda agreed with Molly.
2314,l-93,1,,Brenda and Molly agreed.
2315,l-93,1,,The oil separated from the vinegar.
2316,l-93,1,,The oil and vinegar separated.
2317,l-93,0,*,Bill married with Kathy.
2318,l-93,1,,Bill and Kathy married.
2319,l-93,1,,The twig broke off of the branch.
2320,l-93,0,*,The twig and the branch broke.
2321,l-93,1,,The eggs and the cream mixed together.
2322,l-93,0,*,Plays and ballets alternate together.
2323,l-93,1,,The twig and the branch broke apart.
2324,l-93,0,*,The yolk and the white separated apart.
2325,l-93,1,,The judge presented the winner with a prize.
2326,l-93,1,,The judge offered a prize to the winner.
2327,l-93,0,*,The judge offered the winner with a prize.
2328,l-93,0,*,The judge saddled a prize to the winner.
2329,l-93,1,,The judge saddled the winner with a prize.
2330,l-93,1,,The jeweller inscribed the name on the ring.
2331,l-93,1,,The jeweller inscribed the ring with the name.
2332,l-93,1,,The jeweller copied the name on the ring.
2333,l-93,0,*,The jeweller copied the ring with the name.
2334,l-93,0,*,The jeweller decorated the name on the ring.
2335,l-93,1,,The jeweller decorated the ring with the name.
2336,l-93,1,,Brian hit the fence with the stick.
2337,l-93,1,,Don swatted the mosquito with the newspaper.
2338,l-93,1,,Alison pierced the cloth with a needle.
2339,l-93,1,,Paula hit the fence with the stick.
2340,l-93,1,,Mira blamed the accident on Terry.
2341,l-93,1,,Mira blamed Terry for the accident.
2342,l-93,0,*,Mira condemned the accident on Terry.
2343,l-93,1,,Ida hunted the woods for deer.
2344,l-93,1,,Ida hunted for deer in the woods.
2345,l-93,1,,Ida hunted deer in the woods.
2346,l-93,1,,Melissa searched the papers for a clue.
2347,l-93,1,,Melissa searched for a clue in the papers.
2348,l-93,0,*,Melissa searched a clue in the papers.
2349,l-93,1,,I stalked the woods for game.
2350,l-93,0,*,I stalked for game in the woods.
2351,l-93,1,,I stalked game in the woods.
2352,l-93,0,*,We investigated for bombs in the area.
2353,l-93,0,*,We investigated bombs in the area.
2354,l-93,0,*,We rummaged the desk for papers.
2355,l-93,1,,We rummaged through the desk for papers.
2356,l-93,0,*,We rummaged papers through the desk.
2357,l-93,0,*,I sought the woods for game.
2358,l-93,0,*,I sought for game in the woods.
2359,l-93,1,,Selina touched the horse on the back.
2360,l-93,1,,Selina touched the horse's back.
2361,l-93,1,,The horse kicked Penny in the shin.
2362,l-93,1,,The horse kicked Penny's shin.
2363,l-93,1,,Alison poked Daisy in the ribs.
2364,l-93,1,,Alison poked Daisy's ribs.
2365,l-93,0,*,The horse broke Penny in the shin.
2366,l-93,1,,The horse broke Penny's shin.
2367,l-93,0,*,The glass cut Rachel in the toe.
2368,l-93,1,,The glass cut Rachel's toe.
2369,l-93,1,,They praised the volunteers' dedication.
2370,l-93,1,,They praised the volunteers for their dedication.
2371,l-93,1,,I admired him for his courage.
2372,l-93,1,,The inspector analyzed the building's soundness.
2373,l-93,1,,The inspector analyzed the building for its soundness.
2374,l-93,0,*,I sensed him for his eagerness.
2375,l-93,1,,I admired his honesty.
2376,l-93,1,,I admired the honesty in him.
2377,l-93,1,,I admired him for his honesty.
2378,l-93,1,,I sensed the eagerness in him.
2379,l-93,0,*,They praise the dedication in the volunteers.
2380,l-93,1,,Mark terrified me with his single mindedness.
2381,l-93,1,,Mark's single mindedness terrified me.
2382,l-93,1,,The clown amused the children with his antics.
2383,l-93,1,,The clown's antics amused the children.
2384,l-93,1,,Meat fell in price.
2385,l-93,1,,The price of meat fell.
2386,l-93,1,,The president appointed Smith press secretary.
2387,l-93,1,,The president appointed Smith as press secretary.
2388,l-93,0,*,Angela characterized Shelly a lifesaver.
2389,l-93,1,,Angela characterized Shelly as a lifesaver.
2390,l-93,0,*,The captain named the ship as Seafarer.
2391,l-93,1,,The world saw the beginning of a new era in 1492.
2392,l-93,1,,1492 saw the beginning of a new era.
2393,l-93,1,,I dried the clothes in the sun.
2394,l-93,1,,The sun dried the clothes.
2395,l-93,1,,David broke the window with a hammer.
2396,l-93,0,*,The spoon ate the ice cream.
2397,l-93,1,,The crane loaded the truck.
2398,l-93,0,*,The pitchfork loaded the truck.
2399,l-93,1,,He established his innocence with the letter.
2400,l-93,1,,The letter established his innocence.
2401,l-93,1,,I filled the pail with water.
2402,l-93,1,,Water filled the pail.
2403,l-93,1,,We sleep five people in each room.
2404,l-93,1,,Each room sleeps five people.
2405,l-93,1,,I incorporated the new results into the paper.
2406,l-93,1,,The paper incorporates the new results.
2407,l-93,1,,That whole wheat flour bakes wonderful bread.
2408,l-93,0,*,Those new bricks constructed a house.
2409,l-93,1,,I bought you a ticket for $5.
2410,l-93,1,,$5 will buy a ticket.
2411,l-93,1,,$5 will buy you a ticket.
2412,l-93,1,,"The contractor will build a house for $ 100,000."
2413,l-93,1,,"The contractor will build you a house for $ 100,000."
2414,l-93,1,,"$ 100,000 will build you a house."
2415,l-93,1,,"$ 100,000 will build a house."
2416,l-93,1,,The middle class will benefit from the new tax laws.
2417,l-93,1,,The new tax laws will benefit the middle class.
2418,l-93,1,,The middle class will gain from the new tax laws.
2419,l-93,0,*,The new tax Jaws will gain the middle class.
2420,l-93,1,,The butcher cuts the meat.
2421,l-93,1,,The butler polished the silver.
2422,l-93,1,,This silver polishes itself.
2423,l-93,1,,The audience watched the movie.
2424,l-93,0,*,This movie just watches itself.
2425,l-93,1,,This window just opens itself.
2426,l-93,1,,The heat melted the ice cream.
2427,l-93,0,*,This ice cream just melts itself.
2428,l-93,1,,This book just sells itself.
2429,l-93,1,,I presented a solution to the problem yesterday.
2430,l-93,1,,A solution to the problem presented itself yesterday.
2431,l-93,1,,The cook sliced the mushrooms.
2432,l-93,1,,The mushrooms were sliced by the cook.
2433,l-93,1,,Columbus believed the earth to be round.
2434,l-93,1,,Columbus believed that the earth was round.
2435,l-93,1,,It was believed that the earth was round.
2436,l-93,1,,The police kept tabs on the suspect.
2437,l-93,1,,Tabs were kept on the suspect.
2438,l-93,1,,The lax supervision was taken advantage of.
2439,l-93,1,,This bed was slept in by George Washington.
2440,l-93,0,*,Tuesday was slept on by George Washington.
2441,l-93,0,*,The horizon was appeared on by a pirate ship.
2442,l-93,1,,The pillow remained stuffed with feathers.
2443,l-93,1,,A flowering plant is on the windowsill.
2444,l-93,1,,There is a flowering plant on the windowsill.
2445,l-93,1,,A problem developed.
2446,l-93,1,,There developed a problem.
2447,l-93,1,,A ship appeared on the horizon.
2448,l-93,1,,There appeared a ship on the horizon.
2449,l-93,0,*,There appeared the ship on the horizon.
2450,l-93,1,,A little boy darted into the room.
2451,l-93,1,,There darted into the room a little boy.
2452,l-93,1,,A little boy ran in the yard.
2453,l-93,0,*,There ran a little boy in the yard.
2454,l-93,1,,An ancient treasure trove was found in this cave.
2455,l-93,1,,There was found in this cave an ancient treasure trove.
2456,l-93,1,,Suddenly an ugly old man entered the hall.
2457,l-93,1,,Suddenly there entered the hall an ugly old man.
2458,l-93,1,,A lot of snow melted on the streets of Chicago.
2459,l-93,0,*,There melted a lot of snow on the streets of Chicago.
2460,l-93,1,,On the windowsill is a flowering plant.
2461,l-93,1,,In the woods lives an old woman.
2462,l-93,1,,A cat jumped onto the table.
2463,l-93,1,,A cat jumped on the table.
2464,l-93,0,*,On the table jumped a cat.
2465,l-93,1,,A choir sang in the church.
2466,l-93,1,,In the church sang a choir.
2467,l-93,1,,In this cave was found an ancient treasure trove.
2468,l-93,1,,A violent demonstration took place in the main square.
2469,l-93,0,*,On the streets of Chicago melted a lot of snow.
2470,l-93,1,,Sarah smiled.
2471,l-93,1,,Sarah sang.
2472,l-93,1,,Sarah sang a song.
2473,l-93,1,,Sarah sang a ballad.
2474,l-93,1,,Sarah sang an aria.
2475,l-93,1,,Sarah sang a hymn.
2476,l-93,1,,Sarah sang the anthem.
2477,l-93,1,,Heather snorted.
2478,l-93,1,,Kelly buttered the bread.
2479,l-93,0,*,Kelly buttered the bread with butter.
2480,l-93,1,,Kelly buttered the bread with unsalted butter.
2481,l-93,1,,Linda taped the box with two-sided tape.
2482,l-93,1,,The men were able to mine more gold.
2483,l-93,0,*,Lydia pocketed the change in her pocket.
2484,l-93,0,*,The cook boned the fish of bones.
2485,l-93,0,*,The cook boned the fish of its backbone.
2486,l-93,1,,Pauline smiled her thanks.
2487,l-93,1,,Sandra beamed.
2488,l-93,0,*,A cheerful welcome was beamed by Sandra.
2489,l-93,1,,She mumbled.
2490,l-93,1,,She mumbled her adoration.
2491,l-93,1,,They shopped their way around New York.
2492,l-93,1,,He worked his way through the book.
2493,l-93,1,,She stipulated her way out of the problem.
2494,l-93,1,,The boy pushed his way through the crowd.
2495,l-93,1,,The explorers cut their way through the jungle.
2496,l-93,0,*,The children came their way to the party.
2497,l-93,0,*,The flower bloomed its way to a prize.
2498,l-93,0,*,They disappeared their way off the stage.
2499,l-93,1,,The silversmith pounded the metal flat.
2500,l-93,0,*,The silversmith pounded on the metal flat.
2501,l-93,1,,Pauline hammered the metal flat.
2502,l-93,1,,Jasmine pushed the door open.
2503,l-93,1,,The guests drank the teapot dry.
2504,l-93,1,,Amanda burned the stove black.
2505,l-93,1,,Belinda walked the soles off her shoes.
2506,l-93,1,,Philippa cried herself to sleep.
2507,l-93,1,,The river froze solid.
2508,l-93,1,,The door slid shut.
2509,l-93,1,,The metal was hammered flat.
2510,l-93,1,,The door was pushed open.
2511,l-93,1,,Philippa cried her eyes dry.
2512,l-93,0,*,The dog smelled the flower bed bare.
2513,l-93,0,*,The teacher hated the pupils angry.
2514,l-93,0,*,Willa arrived breathless.
2515,l-93,0,*,Sharon brought Willa breathless.
2516,l-93,0,*,This list includes my name on itself.
2517,l-93,1,,Fanny pulled the blanket over herself.
2518,l-93,1,,Fanny pulled the blanket over her.
2519,l-93,1,,The truck rumbled.
2520,l-93,1,,The truck rumbled into the driveway.
2521,l-93,1,,Audrey tiptoed to the door.
2522,l-93,1,,The couple waltzed to the window.
2523,l-93,1,,The clown wobbled down the hall.
2524,l-93,1,,Leona pushed the cart to the market.
2525,l-93,1,,It is rumored that he left town.
2526,l-93,0,*,They rumor that he left town.
2527,l-93,0,*,The politician perjured his aide.
2528,l-93,1,,Jennifer craned her neck.
2529,l-93,0,*,Jennifer craned his neck.
2530,l-93,0,?*,Jennifer craned her arm.
2531,l-93,1,,They've got it made.
2532,l-93,1,,The teacher meant well.
2533,l-93,0,*,The teacher meant.
2534,l-93,1,,The horse wouldn't budge.
2535,l-93,1,,Would the horse budge if you pushed?
2536,l-93,0,*,The horse budged.
2537,l-93,0,*,I put the book to Sally.
2538,l-93,0,*,I put the book from Edna.
2539,l-93,0,*,I put the book from Edna to Sally.
2540,l-93,1,,I put books on the table.
2541,l-93,0,*,I put the table with the books.
2542,l-93,0,*,I put the table with books.
2543,l-93,1,,I put the books on the table.
2544,l-93,0,*,The books put on the table easily.
2545,l-93,0,*,The books put on the table.
2546,l-93,0,*,I put on the table.
2547,l-93,1,,Cheryl stood the books next to the magazines.
2548,l-93,1,,Cheryl stood the books on the shelf.
2549,l-93,0,*,Cheryl stood the books from Edna.
2550,l-93,0,*,Cheryl stood the books from Edna to Sarah.
2551,l-93,0,*,Cheryl stood the shelf with books.
2552,l-93,0,*,Cheryl stood the shelf with the books.
2553,l-93,1,,Cheryl stood the tall books on the table.
2554,l-93,0,*,Tall books stand on tables easily.
2555,l-93,1,,Cheryl stood the books on the table.
2556,l-93,1,,The books stood on the table.
2557,l-93,0,*,Cheryl stood on the table.
2558,l-93,1,,I funneled the mixture into the bottle.
2559,l-93,0,*,I funneled the mixture to Rina.
2560,l-93,0,*,I funneled the mixture from Edna to Rina.
2561,l-93,0,*,I funneled the bottle with the mixture.
2562,l-93,0,*,The mixture funnels easily.
2563,l-93,0,*,The mixture funnels.
2564,l-93,0,*,I funneled the mixture.
2565,l-93,0,*,I funneled into the bottle.
2566,l-93,1,,I lifted the books.
2567,l-93,1,,I lifted the book onto the table.
2568,l-93,1,,I lifted the book onto the out of the box.
2569,l-93,1,,I lifted the books from the floor to the table.
2570,l-93,1,,I lifted the books onto the table.
2571,l-93,0,*,I lifted the table with the books.
2572,l-93,1,,I lifted the books to him.
2573,l-93,1,,I lifted the books up to him.
2574,l-93,0,*,I lifted him up the books.
2575,l-93,0,*,I lifted onto the table.
2576,l-93,1,,Tamara poured water into the bowl.
2577,l-93,1,,Tamara poured water over the flowers.
2578,l-93,1,,Tamara poured water out of the pitcher.
2579,l-93,0,*,Tamara poured at water into the bowl.
2580,l-93,1,,Tamara poured water onto the plants.
2581,l-93,0,*,Water pours easily onto the plants.
2582,l-93,1,,Water poured onto the plants.
2583,l-93,1,,Cora coiled the rope around the post.
2584,l-93,0,*,Cora coiled the post with the rope.
2585,l-93,0,*,Cora coiled at the rope around the post.
2586,l-93,1,,The rope coiled around the post.
2587,l-93,1,,That kind of rope coils easily around the post.
2588,l-93,0,*,Cora coiled around the post.
2589,l-93,1,,Jessica loaded boxes onto the wagon.
2590,l-93,1,,Jessica loaded boxes into the wagon.
2591,l-93,1,,Jessica sprayed paint onto the table.
2592,l-93,1,,Jessica sprayed paint under the table.
2593,l-93,1,,Jessica sprayed paint over the table.
2594,l-93,1,,Jessica sprayed paint on the wall.
2595,l-93,1,,Paint sprayed on the wall.
2596,l-93,1,,Jessica sprayed the wall with paint.
2597,l-93,0,*,The wall sprayed with paint.
2598,l-93,1,,Jessica squirted water at me.
2599,l-93,1,,Jessica sprayed water at me.
2600,l-93,1,,Jessica splashed water at me.
2601,l-93,0,*,Jessica loaded boxes at the truck.
2602,l-93,0,*,Jessica stuffed boxes at the truck.
2603,l-93,1,,Leslie staffed the store with employees.
2604,l-93,0,*,Leslie staffed employees in the store.
2605,l-93,0,*,The store staffed with employees.
2606,l-93,1,,The employees staffed the store.
2607,l-93,1,,Leigh swaddled the baby with blankets.
2608,l-93,1,,Lora buttered the toast.
2609,l-93,0,*,Lora buttered unsalted butter on the toast.
2610,l-93,1,,Lora buttered the toast with unsalted butter.
2611,l-93,0,*,Lora buttered at the toast with unsalted butter.
2612,l-93,0,*,The toast buttered with unsalted butter.
2613,l-93,0,*,The toast buttered.
2614,l-93,1,,Lydia pocketed the change.
2615,l-93,0,*,Lydia pocketed her pocket with the change.
2616,l-93,0,*,The change pocketed.
2617,l-93,1,,Doug removed the scratches from the tabletop.
2618,l-93,1,,Doug removed the scratches from around the sink.
2619,l-93,0,*,Doug removed the scratches out of the drawer.
2620,l-93,0,*,Doug removed the scratches to nowhere.
2621,l-93,0,*,Doug removed the tabletop of scratches.
2622,l-93,0,*,Doug removed at the scratches from the tabletop.
2623,l-93,0,*,The scratches removed from the tabletop.
2624,l-93,1,,The king banished the general from the army.
2625,l-93,1,,The king banished the general to a mountain fortress.
2626,l-93,0,*,The king banished the general from the palace to a mountain fortress.
2627,l-93,0,*,The king banished at the general from the army.
2628,l-93,0,*,The general banished from the army.
2629,l-93,1,,Doug cleared the dishes from under the rack.
2630,l-93,1,,Doug cleared the table.
2631,l-93,0,*,Doug cleared at the table of dishes.
2632,l-93,0,*,Doug cleared at the table.
2633,l-93,1,,The strong winds cleared the skies.
2634,l-93,1,,The strong winds slowly cleared the clouds from the sky.
2635,l-93,1,,Brian wiped the fingerprints from the counter.
2636,l-93,1,,Brian wiped the fingerprints from inside the cupboard.
2637,l-93,1,,Brian wiped the fingerprints from under the cupboard.
2638,l-93,1,,Brian wiped the fingerprints from outside the cupboard.
2639,l-93,0,*,Brian wiped the counter of fingerprints.
2640,l-93,1,,Brian wiped the counter.
2641,l-93,1,,Paula trimmed the bush.
2642,l-93,1,,Brian was wiping the counter.
2643,l-93,1,,Brian was wiping.
2644,l-93,1,,Brian was wiping the wall behind the stove.
2645,l-93,1,,Carla shoveled the snow from the walk.
2646,l-93,1,,Carla shoveled the snow from under the bushes.
2647,l-93,1,,Carla shoveled the snow from among the bushes.
2648,l-93,1,,Carla shoveled the snow from near the bushes.
2649,l-93,0,*,Carla shoveled the walk of snow.
2650,l-93,0,*,Carla shoveled at the walk.
2651,l-93,1,,Carla was shoveling the walk.
2652,l-93,1,,Carla was shoveling.
2653,l-93,1,,Carla mopped the floor under the furniture.
2654,l-93,1,,Carla mopped under the furniture.
2655,l-93,1,,The thief stole the painting for Mr. Smith.
2656,l-93,0,*,The thief stole Mr. Smith the painting.
2657,l-93,0,*,The thief stole at the painting from the museum.
2658,l-93,0,*,The painting stole from the museum.
2659,l-93,0,*,The doctor cured pneumonia from Pat.
2660,l-93,0,*,Pat cured of pneumonia.
2661,l-93,1,,The swindler cheated Pat of her fortune.
2662,l-93,1,,The cook boned the fish.
2663,l-93,0,*,The fish boned.
2664,l-93,0,*,The fish scrubbed.
2665,l-93,1,,The men mined the gold.
2666,l-93,0,*,The gold mined.
2667,l-93,1,,Nora sent the book from Paris.
2668,l-93,1,,Nora sent the book to London.
2669,l-93,1,,Nora sent the book from Paris to London.
2670,l-93,1,,Nora sent the book to Peter.
2671,l-93,0,*,Nora sent at the book to Peter.
2672,l-93,0,*,The book sent to Peter.
2673,l-93,1,,Nora sent books to children.
2674,l-93,0,*,Books send easily to children.
2675,l-93,1,,Carla slid the books across the table.
2676,l-93,1,,Carla slid the book to Dale.
2677,l-93,1,,Carla slid Dale the book.
2678,l-93,0,*,Carla slid at the book to Dale.
2679,l-93,1,,The books slid across the table.
2680,l-93,1,,Carla slid those books across the table.
2681,l-93,1,,Those books slide across the table easily.
2682,l-93,1,,Nora brought the book to the meeting.
2683,l-93,1,,Nora brought the book to Pamela.
2684,l-93,1,,Nora brought the book from horne.
2685,l-93,1,,Nora brought Pamela the book.
2686,l-93,0,*,Nora brought at the book to the meeting.
2687,l-93,0,*,The book brought to the meeting.
2688,l-93,0,*,The book brings easily to the meeting.
2689,l-93,1,,Amanda carried the package.
2690,l-93,1,,Amanda carried the package from Boston.
2691,l-93,1,,Amanda carried the package to New York.
2692,l-93,1,,Amanda carried the package from Boston to New York.
2693,l-93,0,*,Amanda carried at the package to New York.
2694,l-93,0,*,The package carried to New York.
2695,l-93,0,*,The package carried.
2696,l-93,1,,Amanda carried packages to New York.
2697,l-93,1,,Amanda carried packages.
2698,l-93,0,*,Packages carry easily to New York.
2699,l-93,1,,Amanda drove the package from Boston to New York.
2700,l-93,1,,Amanda drove the package to New York.
2701,l-93,1,,Amanda drove the package from Boston.
2702,l-93,1,,Amanda drove the package.
2703,l-93,1,,Amanda drove the package to Pamela.
2704,l-93,0,*,Amanda drove at the package to New York.
2705,l-93,0,*,Amanda drove at the package.
2706,l-93,0,*,The package drove to New York.
2707,l-93,0,*,The package drove.
2708,l-93,1,,Amanda drove packages to New York.
2709,l-93,1,,Amanda drove packages.
2710,l-93,0,*,Packages drive easily.
2711,l-93,1,,Nora pushed the chair.
2712,l-93,1,,Nora pushed at the chair.
2713,l-93,1,,Nora pushed on the chair.
2714,l-93,1,,Nora pushed against the chair.
2715,l-93,1,,Nora pushed through the crowd.
2716,l-93,1,,Nora pushed her way through the crowd.
2717,l-93,1,,Nora pushed the chair against the wall.
2718,l-93,1,,They lent a bicycle to me.
2719,l-93,1,,They lent me a bicycle.
2720,l-93,0,*,They lent me with a bicycle.
2721,l-93,0,*,A bicycle lent.
2722,l-93,0,*,A bicycle lent to me.
2723,l-93,1,,We contributed our paycheck to her.
2724,l-93,0,*,We contributed her our paycheck.
2725,l-93,0,*,We contributed her with our paycheck.
2726,l-93,0,*,Our paycheck contributed.
2727,l-93,0,*,We offered a job behind her.
2728,l-93,1,,We offered her a job.
2729,l-93,0,*,We offered her with a job.
2730,l-93,0,*,A job offered to her.
2731,l-93,1,,Brown presented Jones with a plaque.
2732,l-93,1,,The presentation of a plaque was a proud moment.
2733,l-93,1,,Brown equipped Jones with a camera.
2734,l-93,0,*,Brown equipped a camera near Jones.
2735,l-93,0,*,Brown equipped a camera next to Jones.
2736,l-93,0,*,Brown equipped a camera at Jones.
2737,l-93,0,*,Brown equipped a camera to Jones.
2738,l-93,0,*,Brown equipped Jones a camera.
2739,l-93,1,,Carmen bought a dress.
2740,l-93,1,,Carmen bought a dress at Bloomingdale's.
2741,l-93,1,,Carmen bought a dress for Mary.
2742,l-93,0,*,Carmen bought a dress to Mary.
2743,l-93,1,,Carmen bought a dress from Diana.
